Product_Name,Brand_Name,Product_Qnty,Product_Price,Product_Desc
Disinfectant Surface Cleaner - Citrus 2 L + Floor Cleaner - Floral 2 L,Lizol,Combo 2 Items,Rs 747,"['Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on.\n  Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on.']"
Disinfectant Surface Cleaner - Citrus 975 ml + Floor Cleaner - Floral 975 ml,Lizol,Combo 2 Items,Rs 358,"['EAN Code: 1200284  Manufacturer Name & Shelf Life details : Please refer to the individual product information given above  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']"
Combo Surf Excel Matic Top Load Detergent Powder 2kg + Vim Dishwash Gel - Lemon 500ml,bb Combo,Combo 2 Items,Rs 418,"['Presenting, Surf excel matic top load the machine specialist laundry detergent from the Surf excel matic family that gives you 100% Tough Stain Removal in Machines. Surf excel matic top load is specially designed to work in high water level environment (40 liters) of top load washing machines. Its hand rub action power penetrates clothes and removes tough stains in the washing machine itself .This means no more soaking or scrubbing and saves up the time and effort you put behind everyday laundry. Being a washing machine specialist detergent, it dissolves completely in machine and ensure its leaves no residue on your clothes or your machine. Surf excel is Indias no.1 matic detergent brand and is recommended by leading washing machine manufacturers such as Samsung, Videocon, Godrej, Panasonic, Electrolux, Siemens, Bosch, IFB & Kelvinator. Moreover, Surf excel matic is value for money as all you need is 1 scoop (60 gms) of the detergent powder for regular load of clothes, however for heavily soiled clothes we recommend 1 n half Scoop (90gms) of the detergent powder. Now, just dump your clothes in your top load washing machine without soaking or scrubbing them and get 100% Tough Stain Removal in your machine.\r\n\r\nFeatures and Benefits:\r\n• Tough stain removal in machine with Surf excel matic\r\n• Surf excel matic top load is designed to work in high water level (40 liters) of top load washing machines\r\n• Surf excel matic top load laundry detergent dissolves completely leaving no residue on your clothes on in the machine\r\n• Surf excel matic top load laundry detergent has an advanced technology that gives you hand wash like clean in machines itself\r\n• Surf excel matic is value for money . 1 scoop of Surf excel matic = 2 scoops of ordinary hand wash detergent\r\n• Surf excel matic top load laundry detergent is the no.1 matic detergent and is recommended by leading washing machine manufacturers']"
Excel Matic Front Load Detergent Powder 2 kg + Liquid Matic,Surf Excel,Front Load 500 ml,Rs 500,"['Presenting new Surf Excel Matic Front Load Liquid - a revolutionary liquid detergent for front load washing machines. Surf Excel Matic Liquid is effective in high water level environment (20 liters) of front load washing machines and dissolves completely ensuring it leaves no residue in your machine or your clothes. New Surf excel matic liquid top load is specially made for washing machines and gives you tough stain removal in machines. Being liquid its best suited for washing machines and ensures a superior laundry experience and offers the following benefits: FASTER STAIN REMOVAL: New Surf Excel Matic liquid with a powerful cleaning technology penetrates stains faster and removes tough stains in machines itself EASY & BETTER DISSOLUTION: Being liquid it dissolves quickly in high water level environment of washing machines, reaches stains effortlessly and leaves no residue on clothes or in machines. SUPERIOR FRAGRANCE: It ensures that your clothes not only look fresh but also smell fresh while being safe on your hands COLOUR CARE: It removes tough stains in machines but retains the original color of the fabric MACHINE CARE: Bring liquid it leaves no residue, causing no scaling and produces the right amount of foam Now remove tough stains in the machine in 3 easy steps:. Step1: Pour some liquid on the tough stain. Step2: Rub the stain with the revolutionary Stain Scrubber cap. Step3: Pour the remaining liquid in the machine The 7-layer deep penetration formula of Matic liquid works in partnership with the machine to give tough stain removal in the machine itself. Hurry up buy Surf Excel Matic Washing Machine Laundry Detergent Front Load 500 ml, right here!\r\n\r\nFeatures and Benefits:\r\n• New Surf excel matic liquid front load washing detergent gives you 100% stain removal in washing machines\r\n• Faster Stain Removal in Machines - New Surf excel matic liquid detergent with a powerful cleaning technology penetrates stains faster and removes tough stains in machines itself\r\n• Easy & Better Dissolution: Being liquid detergent it dissolves quickly in high water level environment of washing machines, reaches stains effortlessly and leaves no residue on clothes or in machines.\r\n• Machine Care: Its designed to produce foam as per washing machine type that ensures no clogging and choking of pipes and reduces scaling issues\r\n• Superior Fragrance: It ensures that your clothes not only look fresh but also smell fresh\r\n• Color Care: It removes tough stains in machines but retains original color of the fabric']"
Excel Detergent Bar,Surf Excel,200 g Pack of 4,Rs 94,"['Surf excel detergent bar is Indias most premium detergent bar and is developed with a unique patented technology. Surf excel bar combines the power of 4 products - vinegar, blue, bleach and lemon into just 1 product, thereby helping you fight and remove tough stains easily that help you save time, money andÂ\xa0 effort you put behind laundry. With just one product, Surf Excel Bar, you can easily remove tough stains like tea, coffee, turmeric, curry, ketchup and chocolate. Besides the 95g pack, Surf Excel Bar is also available across other convenient pack sizes such as 150g, 250g, 400g & 800g (4packs of 200g each). All you need to do is apply the bar on the tough stains, scrub a little and then wash the garment as usual and voila, you have spotless clean clothes. Unlike most popular based brands, the effort required when using Surf Excel Bar is far lesser and makes your laundry process a less tedious chore. It is gentle on both your clothes and your hands. Surf Excel Bar removes tough stain easily and works like your own personal stain eraser! So what are you waiting for? Try Surf Excel Bar and make your laundry experience a happy effortless one!\r\n\r\nFeatures and Benefits:\r\n• Indias most premium detergent bar\r\n• Youre personal Stain Eraser: Removes tough stains with ease.\r\n• Surf Excel Bar combines the cleaning benefits similar to that of vinegar, blue, bleach, and lemon.\r\n• Removes tough stains such as tea, coffee, turmeric, curry, ketchup and chocolate with just one product\r\n• Gentle on both your clothes and your hand\r\n• Makes your laundry easy']"
Plus Detergent Washing Powder - Extra Power Jasmine & Rose,Tide,2 kg,Rs 212,"['New Tide + with Extra Power detergent, now with the added Power of Bar, has been developed to bring you brilliant whiteness on your clothes. It removes dirt even from washed clothes to give you even better cleaning. The enzyme formula in the washing powder helps in washing away the toughest stains on the clothes, thus making them look bright and fresh. Kids often soil their clothes, especially school uniforms, with tough-to-remove stains and dirt. Tide + with Extra Power is a fine detergent powder which dissolves easily in water and quickly generates foam. The superior formulation can remove dirt even from difficult-to-clean areas like collars and cuffs, and leaves behind a wonderful fragrance. The product works on both white and colored clothes. Extra Power refers to vs previous Tide Plus. Tide, a unit of Procter & Gamble, is the Worlds Oldest & Most Trusted Detergent brand and is the Market Leader in 23 Countries around the world.']"
Combo Surf Excel MaticFront Load Detergent 2kg + Comfort After Wash MorningFresh 800ml,bb Combo,Combo 2 Items,Rs 588,"['Presenting, Surf excel matic front load the machine specialist laundry detergent from the Surf excel matic family that gives you 100% Tough Stain Removal in Machines. Surf excel matic front load is specially designed to work in high water level environment (40 liters) of front load washing machines. Its hand rub action power penetrates clothes and removes tough stains in the washing machine itself .This means no more soaking or scrubbing and saves up the time and effort you put behind everyday laundry. Being a washing machine specialist detergent, it dissolves completely in machine and ensure its leaves no residue on your clothes or your machine. Surf excel is Indias no.1 matic detergent brand and is recommended by leading washing machine manufacturers such as Samsung, Videocon, Godrej, Panasonic, Electrolux, Siemens, Bosch, IFB & Kelvinator. Moreover, Surf excel matic is value for money as all you need is 1 scoop (60 gms) of the detergent powder for regular load of clothes, however for heavily soiled clothes we recommend 1 n half Scoop (90gms) of the detergent powder. Now, just dump your clothes in your front load washing machine without soaking or scrubbing them and get 100% Tough Stain Removal in your machine.\r\n\r\nFeatures and Benefits:\r\n• Tough stain removal in machine with Surf excel matic\r\n• Surf excel matic front load is designed to work in high water level (40 liters) of front load washing machines\r\n• Surf excel matic front load laundry detergent dissolves completely leaving no residue on your clothes on in the machine\r\n• Surf excel matic front load laundry detergent has an advanced technology that gives you hand wash like clean in machines itself\r\n• Surf excel matic is value for money . 1 scoop of Surf excel matic = 2 scoops of ordinary hand wash detergent\r\n• Surf excel matic front load laundry detergent is the no.1 matic detergent and is recommended by leading washing machine manufacturers']"
Home Floor Cleaner - Citrus,BB Home,500 ml,Rs 44.50,"['BB home floor cleaner is the ideal companion for home floor cleaning needs. It has key ingredients which ensure 99.99% germ protection and removes tough stains, leaving your rooms with a pleasant odour.Now have a germ-free home with this amazing formula.']"
Excel Liquid Detergent Matic Top Load - Pouch 2 lt + Bottle 1 lt,Surf Excel,Combo 2 Items,Rs 539,"['Presenting Surf Excel Matic Top Load Liquid Detergent - a revolutionary liquid detergent for Top Load washing machines. Being liquid, it is best suited for washing machines and ensures a superior laundry experience. Surf Excel Matic Top Load Liquid Detergent is specially made for your Top Load washing machine and gives you tough stain removal in machines. Surf Excel Matic Top Load Liquid Detergent is effective in the high-water level environment (40\xa0litres) of your Top Load washing machines and dissolves completely ensuring it leaves no residue in your machine or your clothes. Surf Excel Matic Top Load Liquid Detergent is one of its kind detergent liquids whose cleaning action and the superior fragrance is much sought after. Surf Excel Matic liquid with a powerful cleaning technology penetrates stains faster and removes tough stains in machines itself. Try Surf Excel Matic Top Load Liquid Detergent for your Top Load machine for a superior cleaning experience.\xa0\xa0This Surf Matic Top Load Liquid Detergent Pouch 2 litre pack is a refill pack and the liquid in the pouch needs to be poured into an empty 1-litre Surf Matic Liquid Detergent Bottle. You can use the scrubber cap (of the bottle) to measure a cap-full of the liquid for 1 load and 1.5 cups for heavily soiled loads, in your Top Load Washing machine.\xa0\xa0New Surf Excel Matic liquid top load washing detergent gives you 100% stain removal in washing machines. Faster stain removal in machines new Surf Excel Matic liquid detergent with a powerful cleaning technology penetrates stains faster and removes tough stains in machines itself. It dissolves quickly in a high-water level environment of washing machines, reaches stains effortlessly and leaves no residue on clothes or on machines. It is designed to produce foam as per washing machine type that ensures no clogging and choking of pipes and reduces scaling issues. The superior fragrance ensures that your clothes not only look fresh but also smell fresh. Colour care removes tough stains in machines but retains the original colour of the fabric.Presenting new Surf Excel Matic Top Load Liquid - a revolutionary liquid detergent for top load washing machines. Surf Excel Matic Liquid is effective in high water level environment (40 litres) of top load washing machines and dissolves completely ensuring it leaves no residue in your machine or your clothes. New Surf excel Matic liquid top load is specially made for washing machines and gives you tough stain removal in machines. Being liquid its best suited for washing machines and ensures a superior laundry experience and offers the following benefits:\xa0Faster Stain Removal: New surf excel Matic liquid with a powerful cleaning technology penetrates stains faster and removes tough stains in machines itself\xa0Easy & Better Dissolution:\xa0Being liquid it dissolves quickly in high water level environment of washing machines, reaches stains effortlessly and leaves no residue on clothes or in machines.\xa0Superior Fragrance: It ensures that your clothes not only look fresh but also smell fresh while being safe on your handsColour Care: It removes tough stains in machines but retains the original colour of the fabric\xa0Machine Care: Bring liquid it leaves no residue, causing no scaling and produces the right amount of foam now remove tough stains in the machine in 3 easy steps:Step1: Pour some liquid on the tough stain.\xa0Step2: Rub the stain with the revolutionary Stain Scrubber cap.\xa0Step3: Pour the remaining liquid in the machine. The 7-layer deep penetration formula of Matic liquid works in partnership with the machine to give tough stain removal in the machine itself. Hurry up buy Surf Excel Matic Washing Machine Laundry Detergent Top Load 1 litre, right here!\xa0Features and Benefits:New Surf excel\xa0Matic\xa0liquid top load washing detergent gives you 100% stain removal in washing machines.Faster Stain Removal in Machines - New Surf excel\xa0Matic\xa0liquid detergent with a powerful cleaning technology penetrates stains faster and removes tough stains in machines itself.Easy & Better Dissolution: Being liquid detergent it dissolves quickly in high water level environment of washing machines, reaches stains effortlessly and leaves no residue on clothes or in machines.\xa0Machine Care: Its designed to produce foam as per washing machine type that ensures no clogging and choking of pipes and reduces scaling issues.Superior Fragrance: It ensures that your clothes not only look fresh but also smell fresh Colour Care: It removes tough stains in machines but retains the original colour of the fabric.']"
Disinfectant Surface Cleaner - Citrus 975 ml + Floor Cleaner - Lavender 975 ml,Lizol,Combo 2 Items,Rs 358,"['EAN Code: 1200282  Manufacturer Name & Shelf Life details : Please refer to the individual product information given above  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']"
Disinfectant Surface Cleaner - Citrus 2 L + Floor Cleaner - Lavender 2 L,Lizol,Combo 2 Items,Rs 770,"['Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on.\n  Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on.']"
 Kitchen Towel,Premier ,4 pcs,Rs 250,"['Premier Kitchen towel which is super absorbent, economical towel and wonderful for the office kitchen or household utilities. These are finest affordable, excellent to use and softer enough. It is a best product for soaking excess oil from your favorite fried food and permits yourself to indulge more often. It is a unique two ply coated product offered only by Premier Tissues.']"
Floor Cleaner - Citrus 500ml + Floral 500ml + Surface Cleaner - Lavender 500ml,Lizol,Combo 3 Items,Rs 279,"['Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on.\n  Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on. "" Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on.']"
Combo Surf Excel Detergent Powder 4kg + Comfort Morning Fresh Fabric Conditioner 860ml,bb Combo,Combo 2 Items,Rs 638,"[""Surf Excel Detergent PowderWith Surf Excel Easy Wash, now remove tough stains easily with the power of ten hands. We understand that washing clothes and removing stains can be extremely tiring and cumbersome. Especially if you are a mother of a young kid who fills your laundry basket with clothes covered in an array of stains, grass stains from football practice, ketchup stains from lunch and paint stains from art class. Until now you would have to soak your child's dirty clothes for a couple of hours and then scrub them with your hands using a brush and a bar, and wondered why it takes so much time and effort to remove stains from your kid's clothes? The answer is because regular detergents do not dissolve completely and don't work as effectively.\xa0Surf Excel Easy Wash is a superfine powder that removes tough stains in a jiffy and leaves no residue on your clothes. Being a superfine and fluffy powder it dissolves easily and reaches the stain and removes it easily. Its engineered formula with a superior technology unleashes the power of 10 hands that is effective in removing toughest of the stains such as mud, ink, oil, ketchup, curry stain and chocolate very easily.Features and Benefits:• Surf Excel Easy Wash has the power of 10 hands that removes tough stains easily\xa0• It is a super fine powder that dissolves easily and removes tough stains fast.\xa0• Its superior technology fights various tough stains such as oil, ketchup, chocolate, curry stains\xa0• For tough stains, pre-soak you garments in Surf Excel Easy Wash solution for 30 mins\xa0• Hand-wash - Use 2 scoops of Surf Excel Easy Wash; Machine-wash - Use 3 scoops of Surf Excel Easy Wash\xa0• It works on coloured as well as white garments.Comfort Morning Fresh Fabric ConditionerWant your clothes to shine like new every day. A small step of Comfort After Wash Fabric Conditioner 99% Antibacterial Action (Blue) 400 ml gives your clothes unbeatable shine, that detergent alone cant deliver. Even if you use the best detergents, repeated washing can tangle cloth fibres, making them rough, dull & lifeless. Taking a small step of Comfort After Wash Fabric Conditioner nourishes the cloth fibres damaged by detergent, giving them new like shine even over repeated washing. Not only shine, our range of fabric softeners gives visible softness to your favourite clothes while also deliveRing a long-lasting freshness.How to Use:BUCKET WASH: After washing your clothes with laundry detergent, pour half a cap of Comfort in a bucket of water, and soak your clothes for 5 mins. Remove and dry them. Don't rinse the clothes again.SEMI-AUTOMATIC: Wash your clothes with detergent as usual. Pour 1 cap of comfort in machine tub in clean water during the last rinse cycle.TOP LOAD: If your machine has a softener compartment, pour 1 cap of comfort at the start of the wash cycle. Otherwise, pour 1 cap of comfort in the machine tub during the last rinse cycle.FRONT LOAD: Pour 1 cap of comfort in the softener/conditioner compartment at the same time as you add detergent.Add a small step of Comfort Anti Bacterial Action to your regular laundry routine and experience unbelievable shine, visible softness and freshness. Pick up your favourite Comfort today!""]"
knight Power Activ+ - Mosquito Repellent Refill,Good knight,270 ml (Pack of 6),Rs 375.84,"['Goodknight Power Activ+ System is the most technologically Superior Liquid Vaporizer in India. The combo pack consists of a mosquito repellent liquid vaporizer & a plugin the electronic machine. The machine comes with a dual-mode technology. The liquid refill contains 50% more Activ Molecules which makes it 50% more powerful. It ensures low electricity consumption & a consistent release of the Power Activ+.\xa0Goodknight Power Activ+ System is absolutely safe to use around children and family. It ensures complete family protection from Malaria, Chikungunya and Dengue causing mosquitos. Our Power Activ+ System is economical on your pocket as well, with refill cartridges available separately in various packs, ensuring more savings with every refill.']"
Excel Liquid Detergent Matic Top Load 500ml & Matic Top Load Detergent Powder 2 kg,Surf Excel,Combo 2 Items,Rs 424,"['Presenting new Surf Excel Matic Top Load Liquid - a revolutionary liquid detergent for top load washing machines. Surf Excel Matic Liquid is effective in high water level environment (40 liters) of top load washing machines and dissolves completely ensuring it leaves no residue in your machine or your clothes. New Surf excel matic liquid top load is specially made for washing machines and gives you tough stain removal in machines. Being liquid its best suited for washing machines and ensures a superior laundry experience and offers the following benefits: FASTER STAIN REMOVAL: New Surf Excel Matic liquid with a powerful cleaning technology penetrates stains faster and removes tough stains in machines itself EASY & BETTER DISSOLUTION: Being liquid it dissolves quickly in high water level environment of washing machines, reaches stains effortlessly and leaves no residue on clothes or in machines. SUPERIOR FRAGRANCE: It ensures that your clothes not only look fresh but also smell fresh while being safe on your hands COLOUR CARE: It removes tough stains in machines but retains the original color of the fabric MACHINE CARE: Bring liquid it leaves no residue, causing no scaling and produces the right amount of foam Now remove tough stains in the machine in 3 easy steps:. Step1 : Pour some liquid on the tough stain. Step2 : Rub the stain with the revolutionary Stain Scrubber cap. Step3 : Pour the remaining liquid in the machine The 7-layer deep penetration formula of Matic liquid works in partnership with the machine to give tough stain removal in the machine itself. Hurry up buy Surf Excel Matic Washing Machine Laundry Detergent Top Load 500 ml, right here!\r\n\r\nFeatures and Benefits:\r\n• New Surf excel matic liquid top load washing detergent gives you 100% stain removal in washing machines\r\n• Faster Stain Removal in Machines - New Surf excel matic liquid detergent with a powerful cleaning technology penetrates stains faster and removes tough stains in machines itself\r\n• Easy & Better Dissolution: Being liquid detergent it dissolves quickly in high water level environment of washing machines, reaches stains effortlessly and leaves no residue on clothes or in machines.\r\n• Machine Care: Its designed to produce foam as per washing machine type that ensures no clogging and choking of pipes and reduces scaling issues\r\n• Superior Fragrance: It ensures that your clothes not only look fresh but also smell fresh\r\n• Color Care: It removes tough stains in machines but retains original color of the fabric  Presenting, Surf excel matic top load the machine specialist laundry detergent from the Surf excel matic family that gives you 100% Tough Stain Removal in Machines. Surf excel matic top load is specially designed to work in high water level environment (40 liters) of top load washing machines. Its hand rub action power penetrates clothes and removes tough stains in the washing machine itself .This means no more soaking or scrubbing and saves up the time and effort you put behind everyday laundry. Being a washing machine specialist detergent, it dissolves completely in machine and ensure its leaves no residue on your clothes or your machine. Surf excel is Indias no.1 matic detergent brand and is recommended by leading washing machine manufacturers such as Samsung, Videocon, Godrej, Panasonic, Electrolux, Siemens, Bosch, IFB & Kelvinator. Moreover, Surf excel matic is value for money as all you need is 1 scoop (60 gms) of the detergent powder for regular load of clothes, however for heavily soiled clothes we recommend 1 n half Scoop (90gms) of the detergent powder. Now, just dump your clothes in your top load washing machine without soaking or scrubbing them and get 100% Tough Stain Removal in your machine.\r\n\r\nFeatures and Benefits:\r\n• Tough stain removal in machine with Surf excel matic\r\n• Surf excel matic top load is designed to work in high water level (40 liters) of top load washing machines\r\n• Surf excel matic top load laundry detergent dissolves completely leaving no residue on your clothes on in the machine\r\n• Surf excel matic top load laundry detergent has an advanced technology that gives you hand wash like clean in machines itself\r\n• Surf excel matic is value for money . 1 scoop of Surf excel matic = 2 scoops of ordinary hand wash detergent\r\n• Surf excel matic top load laundry detergent is the no.1 matic detergent and is recommended by leading washing machine manufacturers']"
500 gm Tub + 250 ml Yellow Bottle,Vim,Combo 2 Items,Rs 93,"['Vim Dishwash Bar has become a household name today, owing to its powerful cleaning formula that removes even the most stubborn grease stains from your crockery and cutlery. This bar is endowed with the efficiency of 100 lemons, and hence cleans your dishes, bowls, and spoons in seconds. The base of the bar features a very exclusive plastic coating that doesnot allow it to become soggy soon. This way, Vim Dishwash Bar lasts for a very long time and you Donot need to use much too. Though the soap is hard on stains and grease, it is gentle on your hands and doesnot make your skin harsh. After washing with this bar, your dishes will exude a lemony fragrance, which is refreshing and hygienic. You can safely use Vim bar on stainless steel, bone china, porcelain or plastic crockery and cutlery. This set of 3 bars is a very economic buy and can meet your washing needs for a very long time. For gentle washing, you can use nylon scrubs with this soap. And for stubborn stains, you can apply a bit of Vim bar on a steel scrub and then clean your dishes. Store the bar is a soap case and keep it a little away from the sink tap, so that it doesnot get wet too much. This way, it will last longer.']"
Excel Quick Wash Detergent Powder,Surf Excel,500 g,Rs 90,"['Surf Excel Quick Wash detergent powder, a one-stop solution for all your laundry woes. While learning new skills and having fun, children often come home with a variety of stains on their clothes and more so often on their very important uniforms. While youre happy that they have these new experiences, the stains leave you worried. To fight these difficult stains you end up putting in a lot extra effort and use additional stain removers such as bleach, lemon etc. Its time you switch to this detergent powder and say goodbye to long laundry drills and juggling with different stain removal products each day. It is one of the premium most detergent powders available in India and has X-Tra Clean particles that combine the power of different stain removing products such as lemon and bleach. The superior technology of Surf Excel Quick Wash removes a variety of common tough stains like oil, ketchup, chocolate, curry stains, tea etc. With X-tra cleaning particles, it makes for the perfect wash. It is available in different SKUs such as the 500 gm, 1 kg and 2 kg. So go on and order your pack of Surf Excel Quick Wash right away and let you kids get out there, clean, smart and prepared to take on the world and leave the stains to us.']"
Disinfectant Surface Cleaner - Citrus 975 ml + Floor Cleaner - Pine 975 ml,Lizol,Combo 2 Items,Rs 358,"['EAN Code: 1200281  Manufacturer Name & Shelf Life details : Please refer to the individual product information given above  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']"
Home Garbage Bags - Compostable,BB Home,Small,Rs 109,"['Made from cornstarch, it takes 90 to 180 days to decompose. It decomposes completely with the final product becoming manure and making the soil fertile.']"
 Detergent Powder - Green Lemon & Jasmine,Wheel ,500 g,Rs 27,"['• Active Wheel aims to bring delight into the lives of millions of women across the country by giving them a blissful laundry experience reminiscent of the fragrance of thousands of flowers.• Active Wheel, with the strength of lemons and its sweet fragrance, transforms this ordeal into a gratifying experience that lifts her spirits for the day to come.']"
