Product_Name,Brand_Name,Product_Qnty,Product_Price,Product_Desc
brite Scrub Sponge Large,Scotch brite,1 pc,Rs 30,['Scotch-Brite Scrub Sponge is designed with a superior quality sponge backing which helps it to Stay Firm for a longer time.\n\n\nA Perfect tool with both scrub pad & sponge on either side that helps you to wash utensils very easily.']
Plus Detergent Washing Powder - Extra Power Lemon & Mint,Tide,2 kg,Rs 212,"['New Tide + with Extra Power detergent, now with the added Power of Bar, has been developed to bring you brilliant whiteness on your clothes. It removes dirt even from washed clothes to give you even better cleaning. The enzyme formula in the washing powder helps in washing away the toughest stains on the clothes, thus making them look bright and fresh. Kids often soil their clothes, especially school uniforms, with tough-to-remove stains and dirt. Tide + with Extra Power is a fine detergent powder which dissolves easily in water and quickly generates foam. The superior formulation can remove dirt even from difficult-to-clean areas like collars and cuffs, and leaves behind a wonderful fragrance. The product works on both white and colored clothes. Extra Power refers to vs previous Tide Plus. Tide, a unit of Procter & Gamble, is the Worlds Oldest & Most Trusted Detergent brand and is the Market Leader in 23 Countries around the world.']"
Combo Colin Cleaner - Glass and Household 500 ml + Scotch Brite Sponge Wipe Large 1 pc,bb Combo,Combo 2 Items,Rs 164,"['Colin Cleaner Glass and Household has vinegar as the main ingredient known for its strong cleansing action. It removes the dust from your surfaces and makes them spick and span. It is not too harsh on the skin and this formula doesnÃ¢â‚¬â„¢t even bother your nose. It makes cleaning all kinds of glass surfaces and appliances a breeze.The Sponge Wipe is a one swipe cleaner for kitchen countertops, tables, and other kitchen appliances.The kitchen surfaces and dining table are all spaces that are most susceptible to spills and cleaning them is a mess. Sponge Wipe from Scotch-Brite is all it takes to keep them mess-free in a single swipe! This brilliant offering from Scotch-Brite cleans any mess in a single swipe without leaving behind water-marks. It is multi-purpose and does a great job while also being economical. The Sponge Wipe can be washed and used several times providing real value-for-money.']"
After Wash Anti Bacterial Fabric Conditioner,Comfort,860 ml,Rs 208,"['Want your clothes to shine like new every day. A small step of  Comfort After Wash Fabric Conditioner 99% Antibacterial Action (Green) 860 ml gives your clothes unbeatable shine, that detergent alone cant deliver. Even if you use the best detergents,  repeated washing can tangle cloth fibres, making them rough, dull & lifeless. Taking a small step of Comfort After Wash Fabric Conditioner nourishes the cloth fibres damaged by detergent, giving them new like shine even over repeated washing. Not only shine, our range of fabric softeners gives visible softness to your favourite clothes while also deliveRing a long-lasting freshness.\nHow to Use:\nBUCKET WASH: After washing your clothes with laundry detergent, pour half a cap of Comfort in a bucket of water, and soak your clothes for 5 mins. Remove and dry them. Dont Rinse the clothes again. \nSEMI-AUTOMATIC: Wash your clothes with detergent as usual. Pour 1 cap of comfort in machine tub in clean water duRing the last Rinse cycle. \nTOP LOAD: If your machine has a softener compartment, pour 1 cap of comfort at the start of the wash cycle. Otherwise, pour 1 cap of comfort in machine tub duRing the last Rinse cycle. \nFRONT LOAD: Pour 1 cap of comfort in the softener/conditioner compartment at the same time as you add detergent. \nAdd a small step of Comfort Anti Bacterial Action to your regular laundry routine and experience unbelievable shine, visible softness and freshness. Pick up your favourite Comfort today!']"
Excel Easy Wash Detergent Liquid,Surf Excel,1 L,Rs 165,"['Surf Excel Easy Wash Detergent Liquid, 1-litre Surf Excel Easy Wash liquid is a new product by Surf Excel which is a liquid-based detergent for bucket wash. We understand that washing clothes and removing stains can be extremely tiring and cumbersome. Especially if you are a mother of a young kid who fills your laundry basket with clothes covered in an array of stains, grass stains from football practice, ketchup stains from lunch and paint stains from art class. These stains are very difficult to remove. One of the main reasons for inefficient stain removal is that the detergent does not dissolve completely and hence does not reach the fabric. Surf Excel Easy Wash liquid dissolves easily in water and its efficient stain removal formula makes sure there is no stain residue after the wash. Surf Excel Easy Wash liquid works on all fabric be it coloured or white. It also is effective in removing the toughest of stains such as mud, ink, ketchup, curry stain, chocolate and many more easily.']"
Muscle Kitchen Cleaner,Mr. Muscle,500 ml,Rs 130,['This Kitchen Cleaner powers through tough grease and grime. It effectively removes dirt from multiple kitchen surfaces. It has a pleasant scent without harsh smells. It kills 99.9% of germs.']
Dishwash Bar - Round,Exo,Touch & Shine,Rs 134,['Anti Bacterial Hygenic Dishwash. Packet contains 2 round bars.']
Combo Surf Excel Quick Wash Detergent Powder 1 kg + Vim Dishwash Bar - Lemon 500 gm,bb Combo,Combo 2 Items,Rs 228,"['\r\n\r\nTo make your crockery and cutlery shine and stay hygienic, use Vim Dishwash Bar - Lemon. Armed with the power of 100 lemons, this bar is hard on tough stains but gentle on your hands. You can use it safely to wash dishes crafted from stainless steel, glass, bone china, porcelain and plastic. The Vim bar comes with a unique plastic coating on its bottom, so that the soap doesnot get soggy soon. You need just a little of this soap to remove grease marks and make your dishes germ-free. After washing, the bar leaves behind a pleasant and refreshing smell on your crockery too.']"
Home Napkin - 2 Ply,BB Home,Medium,Rs 38.86,"['BB Home paper napkins are made from 100% virgin fibre. They are soft and absorbent. These napkins are perfect for daily use.Keep it handy in your kitchen, on your office table, in the car or wherever you want.']"
Home Glass Cleaner,BB Home,500 ml,Rs 41,"['BB Home glass cleaner is the one-stop solution for all your soft or glass surfaces. Packed with the power of vinegar and anti-fog formula, the cleaner ensures that the surface looks spotless and new with each usage. It makes your glass to sparkle and shine.']"
Naturals Detergent Powder - Lemon & Chandan,Tide,500 g,Rs 37,"['Tide Powder, the stain remover now is also offered in Naturals Lemon & Chandan. It eliminates dirt and stain from your clothes and leaves the normal aroma. It kills germs that lies in your cloths but spreads the fresh aroma of Lemon and Chandan that makes you stay fresh. It is an optimum laundry detergent Powder with a new advantage. It does not eliminate the hardest stains but also offers you germ free attires.']"
Dishwash Bar - Anti-Bacterial,Exo,Round,Rs 65,"['Exo Dish Shine Round makes your vessels odorous and removes stain. The fast action formula with the hyper-cleaning technology quickly removes the toughest of stains and makes your vessels shine like never before. This dish washing bar does not leave traces on the vessel and hence it can be easily washed. It works hard on grease and stains, keeping your utensils fresh and shining. It contains many anti-microbial agents that keep your vessels away from dirt and microbes which do not create pealing or itching of your skin.']"
Floor T -Mop,Gala,1 pc,Rs 199,['Gala home cleaning tools brings out T-mop used for wet floor cleaning/moping. Plastic coated wooden pipe that allows you to clean at even hard-to-reach places. It is used for wet floor cleaning or moping. Refill made with special bleached cotton which has super water absorbency capacity and long life. Easy clip mechanism for changing refill With 5 feet long handle.']
So Soft 2 Ply Face Tissue Box,Origami,200 pulls,Rs 125,"['Origami presents premium imported tissues which are highly absorbent and soft. These multipurpose tissues can be used in your workplace, home and even while you are traveling. These tissues are made using virgin fiber to deliver superior quality and hygiene. They are soft and absorbent, and also made from recycled material from regenerative forest sources. So every time you use one of the tissues, you do so without impacting the environment. So go ahead and pull away!  For Beauty tips, tricks & more visit\xa0https://bigbasket.blog/']"
 Matic Top Load Detergent Washing Powder,Ariel ,4 kg (Get 2 kg Free),Rs 1050,"['New & Improved Ariel Matic gives you tough stain removal in just 1 wash. Especially designed to be used in top loading machines, Ariel Matic Top Load offers brilliant stain removal for full loads. It also provides deep down cleaning and long-lasting freshness. Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning inside the machine itself, without damaging the machine due to excess foam. It requires just 1.5 scoops for normal loads, and 2 scoops for heavy loads, providing performance along with value. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes, and removes tough stains like juice, chocolate, tomato and butter/ghee.']"
