Product_Name,Brand_Name,Product_Qnty,Product_Price,Product_Desc
Pineapple,Fresho,1 pc 750-800,Rs 49,['Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/865/american-pineapple-upside-down-cake-egg-free/']
Apple - Royal Gala,Fresho,Premium,Rs 169,"['A combination of slightly tart tasting skin and honey floral tasting flesh, the Royal Gala apples, as the name suggests looks regal with beautiful golden coloured streaks. Premium apples are handpicked by our experts to give you the best quality apples. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1611/apple-crumble-pie/']"
Cucumber - Mangalore,Fresho,500 g,Rs 11,"['Mangalore cucumber is oval shaped, with yellow stripes on green background and a white, firm flesh with edible seeds. It is a sambar cucumber as it is widely used to prepare sambar in Mangalore. It can be consumed raw and be used for wide number of recipes like sambar, curries, chutney, dosa, idli, Mangalore cucumber raitha, etc.  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/2344/cucumber-noodles-salad/']"
Coccinia - Organically Grown,Fresho,250 g,Rs 10,"['Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.']"
Pumpkin - Disco,Fresho,500 g,Rs 15,"[""Disc' shaped pumpkins with smooth, yellowish orange skin have creamish to orange flesh with a pleasant squash-like taste. Their flat, edible seeds ( pepitas) are tender and mildly sweet.  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/736/pumpkin-barfi/""]"
Mosambi - Economy,Fresho,3 kg,Rs 129,"['Fresho Mosambis are of the best quality, handpicked and sourced directly from the farmers of Anantapur. Sweet lime or mosambi is lime-like, large sized with an underlying yellow base. The intense, refreshing aroma is due to essential oils present in the skin. It generally tastes sweet, occasionally tart to sweet. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1847/coconut-chia-pudding-super-bowl/']"
Raw Mango,Fresho,500 g,Rs 40,"['The raw mango is commonly green in color and is highly appreciated for its nutritional value. They are outstanding suppliers of Vitamin C, which is relatively more than ripe mangoes. Raw mangoes are tangy in taste and have a tempting aroma.\r\nProduct image shown is for representation purpose only, the actual product may vary based on season, produce & availability. Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/']"
Baby Banana - Robusta,Fresho,500 g,Rs 13,"['@import url(""https://www.bigbasket.com/static/froala_style_v2.min.css""); \n\nFresho baby bananas are thin and have a bright yellow peel. As their name suggests, they are smaller in size, comes with 9 to 12 pcs in a Kg. Baby bananas have a very dense creamy texture and once ripe their flavour is rich and sweet.Do not forget to check our delicious fruit recipes - https://www.bigbasket.com/cookbook/recipes/1781/banana-smoothie/']"
Tomato - Cherry,Fresho,250 g,Rs 15,"['Having the size, colour and juiciness of cherries, cherry tomatoes are sweeter to taste than regular varieties. We pick these tomatoes from reputed farmers and store in hygienic conditions to maintain their freshness. Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/1504/tomato-feta-omelette/']"
Brinjal - Green,Fresho,Long,Rs 13,['The mild and pleasantly bitter flavoured Green Long Brinjals are glossy skinned with creamy and have a soft flesh. \r\n Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/495/bharleli-vaangi/']
Apple - Kashmir,Fresho,Regular,Rs 129,"['Kashmir Apples are blush red and smooth skinned apples which are superior in terms of quality and taste. The crispy, sweet ann juicy texture is a treat to the tongue. We source Kashmir apples from the best farmers in the region.  Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/1451/apple-kiwi-kheer/']"
Mosambi,Fresho,4 pcs 700-900g,Rs 49,"['Fresho Mosambis are of the best quality, handpicked and sourced directly from the farmers of Anantapur. Sweet lime or mosambi is lime-like, large sized with an underlying yellow base. The intense, refreshing aroma is due to essential oils present in the skin. It generally tastes sweet, occasionally tart to sweet. Do not forget to check our delicious fruit recipe - < a href=""https://www.bigbasket.com/cookbook/recipes/1847/coconut-chia-pudding-super-bowl/"">https://www.bigbasket.com/cookbook/recipes/1847/coconut-chia-pudding-super-bowl/']"
Zucchini - Green,Fresho,500 g,Rs 50,"['Zucchini is a long, slender, cucumber like green vegetable that is also called squash. The green variant has a firm flesh and a mild flavour. Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/1933/quinoa-with-vegetables/']"
Apple - Kinnaur,Fresho,4 pcs (Approx.600 g - 800 g),Rs 129,"['Kinnaur Apples are succulent, sweet and juicy. Kinnaur apples are the most premium variety of apples grown in India. We source Kinnaur apples from the best orchards in the valleys of Kinnaur, Himachal Pradesh. Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/2238/apple-punch/']"
Basale Leaf,Fresho,250 g,Rs 10,"['Thick, semi-succulent, heart-shaped basale leaves are a fresh green coloured spinach that grows fast with its soft-stemmed vine. Comes with a mild flavour and mucilaginous texture.  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/646/sausage-and-basil-penne-pasta/']"
Plum - Imported,Fresho,250 g,Rs 100,"['Dark red or black, sweet, juicy and succulent plums are cherished for their taste everywhere. We have handpicked the premium quality plums just for you.\r\n Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/1267/kelloggs-special-k-baked-yogurt-with-berries/']"
Pumpkin - Organically Grown,Fresho,1 pc,Rs 49,"['It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.']"
Banana - Raw Green,Fresho,500 g,Rs 30,"['Raw bananas are unripened bananas with a tough, green skin. Their flesh is white, dense and has a starchy-tart flavour. We selectively pick organically grown raw green bananas from the best farms.  Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/786/raw-banana-kofta/']"
Apricot - Dried,Fresho,200 g,Rs 129,"['Dried apricots contain a strong sweet-sour flavour and are high in fibre. They create an outstanding substitute for clean apricots out of season. A ripe apricot contains a mellow taste, sweet with a hint of acid, but usually not extremely acidic. It is rich in normal sugar, calcium, vitamin C, vitamin B complex, riboflavin, vitamin A and niacin.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/']"
Mushrooms - Oyster,Fresho,200 g,Rs 59,['Oyster mushrooms are pale to dark gray in colour and have a shape like that of an oyster with a soft and slightly chewy texture. They have a mild flavour and an aroma and taste similar to that of seafood.']
Muskmelon -  Netted Small,Fresho,1 pc 550g-900g,Rs 29,"['Having a netlike/ reticulated  skin covering, its a round melon with firm, orange, moderately sweet flesh and a thin, reticulated, light-grey rind.  Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1817/cantaloupe-juice-muskmelon-juice/']"
Baby Orange,Fresho,500 g,Rs 99.50,"['Lovely, bright, reddish, glossy and smooth skinned fruits, these little oranges are a sheer experience. The juiciness and sweetness of the mini oranges are distinctive. These are also simple to peel and section.  Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2315/mango-orange-and-mint-smoothie/']"
Zucchini - Yellow,Fresho,250 g,Rs 25,"['Yellow zucchini is a long and slightly fat vegetable, also known as squash. Yellow variant has comparatively softer flesh and tastes sweeter than the green one. Do not forget to check out our delicious recipe-\nhttps://www.bigbasket.com/cookbook/recipes/1404/healthy-stir-fry/']"
Apple - Fuji,Fresho,Premium,Rs 219,"['A fruit specially for the ones with a sweet tooth, Fuji apples are the sweetest apples around and come with a hint of vanilla flavour. These hybrid apples have creamy white, firm and finely grained flesh. These apples are crisp, juicy and sugary. Premium apples are handpicked by our experts to give you the best quality apples. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1611/apple-crumble-pie/']"
Amaranthus - Green,Fresho,250 g,Rs 18,"['A highly nutritious leafy vegetable, Amaranthus is also known as Chinese spinach. They are available in light purple, green or a bicolour of the two.\r\n Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1109/thotakura-vadiyalu-curry/']"
Baby Corn - Unpeeled,Fresho,250 g,Rs 18,"['A young sweet-tasting corn, baby corns are small in size and handpicked before they mature. Picking fresh and scrumptious vegetables for your healthy lifestyle is now just a click away.\r\n Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1687/manchurian-baby-corn-basket-chat/']"
Apple - Red Delicious,Fresho,Premium,Rs 169,"['The bright red coloured and heart shaped Red Delicious apples are crunchy, juicy and slightly sweet. Red Delicious Apples are a natural source of fibre and are fat free. They contain a wide variety of anti-oxidants and polynutrients. Premium apples are handpicked by our experts to give you the best quality apples. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/241/apple-halwa/']"
Passion Fruit,Fresho,500 g,Rs 165,"[""Fresho is our brand of fresh fruits and vegetables which are individually handpicked everyday by our experienced and technically competent buyers. Our buying, storing and packaging processes are tailored to ensure that only the fresh, nutrient dense, healthy and delicious produce reaches your doorstep. We guarantee the quality of all Fresho products. If you're not satisfied with the freshness of the items, you can hand them back to our Customer Experience Executive (CEE) for a full refund.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/""]"
Lalbagh Mango - Sindhura,Fresho,1 kg,Rs 109,"['@import url(""https://www.bigbasket.com/static/froala_style_v2.min.css""); \n\nPopularly known as Rajgira in Karnataka, the soft and juicy fleshed fruit has a distinct appearance with shades of green and red. It is also known as \'Honey Mango\' because of its exceptional flavour and sweetness. The term Sindhura came about due to its vermillion shade that resembles Sindoor.Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1209/mango-bites/\xa0 Calcium Carbide is not used in the ripening process of the mangoes.']"
Grapes - Crimson,Fresho,Seedless,Rs 120,"['@import url(""https://www.bigbasket.com/static/froala_style_v2.min.css""); \n\nRuby-coloured Fresho Crimson grapes are uniquely large, round and best quality grapes. They have a crunchy skin, fleshy pulp and a pinkish tinge in colour. Seedless Crimson Grapes boasts a crisp-juicy texture and an excellent, sweet flavour.']"
Pineapple - Organically Grown,Fresho,1 pc 750-800,Rs 55,"['With the shape of a pine cone, the fruit is loosely fibrous and juicy with white to yellowish flesh. The edible center part is firm, leathery and sweeter. We selectively pick organically grown pineapples from the best farms  Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/865/american-pineapple-upside-down-cake-egg-free/']"
Banana Stem - Organically Grown,Fresho,1 pc,Rs 17,"['Banana Stem is the fibrous stalk of the banana plant. It has high water content, fresh and crispy textured stalks with mild taste. Fresho stem grade bananas are offered in a pristine condition and are tasty and nutritious. We selectively pick stems of organically grown banana stem from the best farms.']"
Banana Flower - Organically Grown,Fresho,1 pc,Rs 15,"['Banana flower, also known as banana blossom, is a tear-shaped maroon or purplish flower hanging at the end of banana clusters grows on the end of the stem holding a cluster of bananas. The edible flower has a unique and excellent taste rich in nutrients. With every purple outer sheath removed it has anthers which are edible. We selectively pick organically grown banana flower from the best farms.']"
Wood Apple,Fresho,1 pc,Rs 11,"['Wood apples are brown patched with hard shells. Its brown, fibrous pulp has a scent which is similar to that of tamarinds. Inside the fruit, there are numerous small, white, crunchy seeds that are edible as well as nutritious.']"
Grapes - Red Globe  Indian,Fresho,500 g,Rs 65,"['Ruby-coloured Fresho red globe grapes are uniquely large, round and good quality grapes. They have a crunchy skin, fleshy pulp and a pinkish tinge in colour. The grapes have mild sweetness and taste, but these grapes are not as tangy as flame seedless or as sweet as Thompson seedless. Do not forget to check our delicious fruit recipe - \nhttps://www.bigbasket.com/flavors/collections/228/fresh-fruits/']"
Alphonso Mango,Fresho,6 pcs,Rs 189,"['@import url(""https://www.bigbasket.com/static/froala_style_v2.min.css""); \n\nAlphonso Mango is premium quality mango in terms of sweetness, richness and flavour. It is famous for its unique fragrance and mouth-watering taste. It is a rich source of Vit A & C (those are good antioxidants), Vit B and traces of Vit E &K. It also contains minerals such as Iron, copper & potassium. Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability.Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/\xa0 Calcium Carbide is not used in the ripening process of the mangoes.']"
Mosambi - Premium,Fresho,4 pcs 900-1 kg,Rs 55,"['Fresho Mosambis are of the best quality, handpicked and sourced directly from the farmers of Anantapur. Sweet lime or mosambi is lime-like, large sized with an underlying yellow base. The intense, refreshing aroma is due to essential oils present in the skin. It generally tastes sweet, occasionally tart to sweet. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1847/coconut-chia-pudding-super-bowl/']"
Ooty Potato - Medium,Fresho,1 kg,Rs 59,"['@import url(""https://www.bigbasket.com/static/froala_style_v2.min.css""); \n\nWhether mashed, baked or roasted, people often consider potatoes as comfort food. It is an important food staple and the number one vegetable crop in the world. Potatoes are available year-round as they are harvested somewhere every month of the year.Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability.Click here for delicious vegetable recipes -']"
Snake Gourd - Organically Grown,Fresho,500 g,Rs 16,"['It Is Organically Grown And Handpicked From Farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.']"
Onion - White,Fresho,500 g,Rs 36,"['White onions have an all-white skin and flesh. White onions are not as pungent as yellow varieties or as sweet as red onions. White onions are an immense alternate if you are in need of an onion flavor, but do not want it to be too powerful. A 100 gram serving provides 44 calories, generally as complex carbohydrate.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.']"
Longan,Fresho,500 g,Rs 114.50,"[""The longan (Dragon Eye), is so named because it resembles an eyeball when its fruit is shelled (the black seed shows through the translucent flesh like a pupil/iris). The seed is small, round and hard, and of an enamel-like, lacquered black. In China, it is also called GuÃƒÂ¬ YuÃƒÂ¡n and in Myanmar, it is called Deer's Eyes  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.""]"
Banana Stem,Fresho,1 pc,Rs 16,"['Banana Stem is the fibrous stalk of the banana plant. It has high water content, fresh and crispy textured stalks with mild taste. Fresho stem grade bananas are offered in a pristine condition and are tasty and nutritious. We always procure these banana stems from our trusted farmers so that you get only the best quality items.']"
Pear - Red,Fresho,Imported,Rs 79,"['Red pears have an off-white/cream coloured, juicy flesh that has a subtly sweet, mild flavour. Fresho imported red pears are the finest variety of pears. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1870/fresh-fruit-flambe/']"
Sun Melon,Fresho,1 pc 700 g - 1.5 kg,Rs 69,"[""A fruit that comes with buttery yellow skin and translucent flesh, Sun melon has a sweet aroma and flavour. When the melon is ripe, its hard rind turns bright yellow.\r\nSun melon are oblong with gently blunted ends. The fruit's seeds are sweet to taste.""]"
Tamarind - Sweet,Fresho,225 g,Rs 99,"['Sweet tamarind is bean shaped with brown to clay coloured skin. Flesh inside the pod is tender, succulent and sweet.  Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/642/dahi-vada/']"
Rosemary,Fresho,10 g,Rs 20,"['Bright, spiny and green, needle like rosemary leaves release an aromatic blast while cooking. Do not forget to check out our delicious recipe-\r\nhttps://www.bigbasket.com/cookbook/recipes/1959/green-quinoa-in-cheese/']"
Thyme,Fresho,10 g,Rs 24,"['With a savoury mint flavour, Thyme is a delicate herb with clusters of bright green, rounded leaves around woody stems. Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/1823/roasted-pumpkin-soup-with-fresh-coconut-cream/']"
Apple - Fuji,Fresho,Economy,Rs 139,"['A fruit specially for the ones with a sweet tooth, Fuji apples are the sweetest apples around and come with a hint of vanilla flavour. These hybrid apples have creamy white, firm and finely grained flesh. These apples are crisp, juicy and sugary. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1611/apple-crumble-pie/']"
Oregano,Fresho,10 g,Rs 20,"['These narrow and occasionally arrow shaped oregano leaves come with a soft, fuzzy texture and balsamic flavour, which is a blend of mint and thyme flavour. The taste is strong and slightly bitter.  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1120/garlic-herb-croutons/']"
Kiwi - Dried,Fresho,200 g,Rs 149,"['Kiwis are oval shaped with a brownish outer skin. The flesh is bright green and juicy with tiny, edible black seeds. With its distinct sweet-sour taste and a pleasant smell, it tastes like strawberry and honeydew melon.  Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/1010/lean-green-smoothie/']"
Sage,Fresho,10 g,Rs 10,"['Sage leaves have a fuzzy feel and a silver tint, green, long and narrow structure. They are strongly aromatic with an intense herbaceous flavour. Do not forget to check out our delicious recipe- \r\nhttps://www.bigbasket.com/cookbook/recipes/1359/chifferi-rigati-with-cheese/']"
